image,caption
./coco_dataset/train2017/000000494759.jpg,Two people fly a kite on a beach.
./coco_dataset/train2017/000000270883.jpg,A woman lays on a bed in her underwear.
./coco_dataset/train2017/000000292060.jpg,"A kitchen area with white stove, sink and a refrigerator."
./coco_dataset/train2017/000000567825.jpg,A BIG HAMBURGER SITTING ON TOP OF A COUNTER AND A GLASS OF WINE 
./coco_dataset/train2017/000000568584.jpg,A man sitting on a chair with his feet proper up .
./coco_dataset/train2017/000000187236.jpg,Couple of cats sleeping on opposite ends of the couch
./coco_dataset/train2017/000000546659.jpg,A train is coming down the tracks near a building.
./coco_dataset/train2017/000000002149.jpg,A white bowl filled with green Granny Smith apples.
./coco_dataset/train2017/000000570736.jpg,A small bathroom is featured in this photo.
./coco_dataset/train2017/000000286994.jpg,A elephant drinks from a stream with several other elephants walking in the background.
./coco_dataset/train2017/000000383386.jpg,These stuffed animals are decor on a bed
./coco_dataset/train2017/000000162366.jpg,A box where you pay for your parking.
./coco_dataset/train2017/000000044877.jpg,A woman in a wheelchair holding a tennis racquet.
./coco_dataset/train2017/000000485130.jpg,A birthday cake shaped like a wrestling ring.
./coco_dataset/train2017/000000271116.jpg,several business men in suits sitting at a table during a meeting
./coco_dataset/train2017/000000472623.jpg,A young man riding a bike on top of a beach.
./coco_dataset/train2017/000000451150.jpg,Variety of doughnuts displayed in white cardboard box.
./coco_dataset/train2017/000000312213.jpg,A cat looks away from an open computer.
./coco_dataset/train2017/000000065074.jpg,A view of a bedroom with the bed unmade.
./coco_dataset/train2017/000000518326.jpg,Three beds in a street with cartoon figures in the bed.
./coco_dataset/train2017/000000044260.jpg,An apple tree is shown in the middle of an orchard.
./coco_dataset/train2017/000000067310.jpg,A young man skateboarding jumps on a concrete ramp.
./coco_dataset/train2017/000000263796.jpg,A dirty old red toilet next to many wires.
./coco_dataset/train2017/000000397354.jpg,A group of friends hanging out in a kitchen together.
./coco_dataset/train2017/000000562059.jpg,"Two apples, a bowl of food with berries and a pitcher and spoon on a purple place mat."
./coco_dataset/train2017/000000208363.jpg,A bunch of people are sitting together eating pizza and talking.
./coco_dataset/train2017/000000532058.jpg,A little boy drinking milk from a bottle while laying in bed.
./coco_dataset/train2017/000000490470.jpg,A large body of water with three boats floating on top of it.
./coco_dataset/train2017/000000432553.jpg,A couple of dogs viewing something as a person sits in a chair.
./coco_dataset/train2017/000000166391.jpg,A number of red and green traffic lights on a wide highway.
./coco_dataset/train2017/000000284764.jpg,A gentleman wearing a radio eating a plate of food.
./coco_dataset/train2017/000000010764.jpg,a catcher kneeling at the mound waiting for a baseball 
./coco_dataset/train2017/000000140439.jpg,A. clear vase containing bouquet of pink with white tipped  tulips 
./coco_dataset/train2017/000000124442.jpg,A man holding onto a kite with one hand and spool on the other.
./coco_dataset/train2017/000000398377.jpg,There are women that are talking on the cell phone 
./coco_dataset/train2017/000000399655.jpg,Boston Terrier sitting on a couch with a shoe
./coco_dataset/train2017/000000523241.jpg,A busy street with several lanes and a crossing sign in the foreground.
./coco_dataset/train2017/000000129062.jpg,Outdoor patio and front of a bar that serves hot dogs
./coco_dataset/train2017/000000094614.jpg,A man is skiing in fresh powder past a tree.
./coco_dataset/train2017/000000024610.jpg,"A small living space with a couch, desk, chair, and bookcase."
./coco_dataset/train2017/000000125850.jpg,A cat is curled up and sleeping in a round tin.
./coco_dataset/train2017/000000477623.jpg,a close up of a train on a track with trees in the background
./coco_dataset/train2017/000000459195.jpg,The group of three friends are sitting on a fallen tree in the woods.
./coco_dataset/train2017/000000336658.jpg,"A photograph of an outside with numerous things in the scene.
"
./coco_dataset/train2017/000000015272.jpg,A traffic light hanging in front of blossoming trees.
./coco_dataset/train2017/000000151962.jpg,The reflection of a dogs head out of a car window in one of the cars wing mirrors
./coco_dataset/train2017/000000100274.jpg,a train on a train track next to a parking lot
./coco_dataset/train2017/000000312192.jpg,A white plate of food on a table.
./coco_dataset/train2017/000000377946.jpg,Yellow box truck parked on busy street in city.
./coco_dataset/train2017/000000428111.jpg,A man is performing tricks on a skateboard ramp.
./coco_dataset/train2017/000000412887.jpg,"Though not the smartest animals in the world, the cow still has a friendly face."
./coco_dataset/train2017/000000541773.jpg,A young man pouring glasses of wine in a kitchen
./coco_dataset/train2017/000000179765.jpg,A motorcycle with its brake extended standing outside
./coco_dataset/train2017/000000007816.jpg,a rider dressed in white riding a matching white motorcycle 
./coco_dataset/train2017/000000342397.jpg,a person in a colorful outfit jumping with some skiis 
./coco_dataset/train2017/000000118921.jpg,A woman on skis sliding down a snowy hill.
./coco_dataset/train2017/000000293200.jpg,A young boy flying a kite with other people.
./coco_dataset/train2017/000000261982.jpg,A person is riding on a skateboard on the street.
./coco_dataset/train2017/000000389684.jpg,Guy walking pass a bus sitting at the curb 
./coco_dataset/train2017/000000065798.jpg,"The batter stands at the plate ready to swing, as the players stand ready in the outfield."
./coco_dataset/train2017/000000479732.jpg,A stuffed sandwich is sitting on a Styrofoam container.
./coco_dataset/train2017/000000425390.jpg,a cat resting on a laptop keyboard in a bedroom
./coco_dataset/train2017/000000452084.jpg,"A lunch bowl with bread, sausage, tomato, and egg. "
./coco_dataset/train2017/000000190853.jpg,A woman's hand holding a half peeled banana with a large bite out of it
./coco_dataset/train2017/000000023272.jpg,a cat is sleeping on the hood of a car
./coco_dataset/train2017/000000010363.jpg,A gray cat standing on top of a black car.
./coco_dataset/train2017/000000216419.jpg,A clock on a pole on a sidewalk.
./coco_dataset/train2017/000000374369.jpg,a person standing snow wearing a snow suit and skis
./coco_dataset/train2017/000000186632.jpg,The large bathroom has four sinks and a chandelier.
./coco_dataset/train2017/000000117492.jpg,a group of moms and kids sitting out in a field
./coco_dataset/train2017/000000467848.jpg,A man standing behind a truck with a red trailer sitting in front of a building.
./coco_dataset/train2017/000000495732.jpg,Two men standing in a living room playing games.
./coco_dataset/train2017/000000232563.jpg,The man is walking with an umbrella near other pedestrians.
./coco_dataset/train2017/000000352900.jpg,"A plate full of noodles and broccoli, next to a knife and fork."
./coco_dataset/train2017/000000482970.jpg,A laptop computer sitting on a desk with a speaker.
./coco_dataset/train2017/000000314294.jpg,An elephant is alone in a wooded enclosure.
./coco_dataset/train2017/000000165039.jpg,Bus coming down the street from the intersection
./coco_dataset/train2017/000000416837.jpg,A cow is standing on a grassy sloped hill.
./coco_dataset/train2017/000000056545.jpg,A gray bird is standing on small brown branch.
./coco_dataset/train2017/000000372317.jpg,The tour bus is parked beside the curb of a building.
./coco_dataset/train2017/000000032901.jpg,A group of older man standing next to each other.
./coco_dataset/train2017/000000535578.jpg,A group of sheep grazing in a grassy valley.
./coco_dataset/train2017/000000016249.jpg,It sure is a beautiful day to sit outside and read the paper.
./coco_dataset/train2017/000000418961.jpg,A decorative clock has roman numerals on its face.
./coco_dataset/train2017/000000462904.jpg,A large horse standing inside of a wooden pen.
./coco_dataset/train2017/000000528977.jpg,Various street signs and a building next to a bridge.
./coco_dataset/train2017/000000193926.jpg,The various pictures are featuring bananas and holders.
./coco_dataset/train2017/000000211674.jpg,a double decker bus with people waving from the top
./coco_dataset/train2017/000000540466.jpg,A person standing with umbrella in front of wall.
./coco_dataset/train2017/000000257865.jpg,A man holding a tennis racket picks rubs his eye.
./coco_dataset/train2017/000000297085.jpg,a cat is standing in front of a television
./coco_dataset/train2017/000000360393.jpg,A pizza that is sitting on a table.
./coco_dataset/train2017/000000525247.jpg,A cat is looking at a laptop screen.
./coco_dataset/train2017/000000430056.jpg,Large Bacon Lettuce and Tomato Sandwich with a side of chips.
./coco_dataset/train2017/000000377113.jpg,A person on some skis in the water.
./coco_dataset/train2017/000000366711.jpg,This is a man working behind the counter of a bar with a lot of oranges and lemons.
./coco_dataset/train2017/000000500464.jpg,A sink in a bathroom is shown with other items.
./coco_dataset/train2017/000000167353.jpg,An old wooden  clock attached to the wall
./coco_dataset/train2017/000000116439.jpg,A person in a boat rowing away from shore.
./coco_dataset/train2017/000000076731.jpg,A pen is sitting on top of a laptop.
./coco_dataset/train2017/000000451090.jpg,"a landscape with water, a boat, trees and mountains"
./coco_dataset/train2017/000000013546.jpg,A young man riding a skateboard on a stone wall.
./coco_dataset/train2017/000000552775.jpg,A man pokes his head in front of an oven open to baking cookies.
./coco_dataset/train2017/000000368900.jpg,a room with a television set  a stool and some pictures
./coco_dataset/train2017/000000433192.jpg,A laptop computer is sitting open on a bed. 
./coco_dataset/train2017/000000218249.jpg,a burger and some fries on a tray
./coco_dataset/train2017/000000131379.jpg,The browned cracked crust of a baked berry pie.
./coco_dataset/train2017/000000512648.jpg,a brown cow is standing under a green tree
./coco_dataset/train2017/000000344795.jpg,The oven contains a dish that is covered with tin foil.
./coco_dataset/train2017/000000520910.jpg,A person and a toilet standing in a room.
./coco_dataset/train2017/000000150930.jpg,A clock protruding from the side of a building.  
./coco_dataset/train2017/000000469192.jpg,A car is parked on dry grass with kites overhead.
./coco_dataset/train2017/000000007281.jpg,Two men are riding horses along the beach.
./coco_dataset/train2017/000000077460.jpg,People fill a park area under a cloudy sky while kites pepper the sky.
./coco_dataset/train2017/000000523175.jpg,A spoon resting on the edge of a bowl of soup.
./coco_dataset/train2017/000000153529.jpg,a woman with her luggage at a train station
./coco_dataset/train2017/000000187055.jpg,A girl dressed in black holds up a tennis racket as a man in a white t-shirt stands in front of her.
./coco_dataset/train2017/000000233727.jpg,A bus drives on a paved road with markings.
./coco_dataset/train2017/000000043581.jpg,A small pizza sitting on a blue table.
./coco_dataset/train2017/000000301061.jpg,A man pulls an elephant out of a truck.
./coco_dataset/train2017/000000344795.jpg,A casserole covered in foil is inside an oven.
./coco_dataset/train2017/000000013291.jpg,A group of people in a field smile holding frisbees.
./coco_dataset/train2017/000000213086.jpg,There is a man opening the oven door.
./coco_dataset/train2017/000000131273.jpg,A dog looks interested as he sits in the front seat of a car.
./coco_dataset/train2017/000000452321.jpg,A red bus parked at a bus stop in front of a building.
./coco_dataset/train2017/000000370818.jpg,a cabinet towels a toilet and a sink
./coco_dataset/train2017/000000503841.jpg,two street lights that are both on the green light
./coco_dataset/train2017/000000315187.jpg,A bus parked in front of a building.
./coco_dataset/train2017/000000343453.jpg,a woman wearing skis on a snowy mountain posing for the camera. 
./coco_dataset/train2017/000000281414.jpg,A girl is sitting on a brick wall using her cell phone.
./coco_dataset/train2017/000000362682.jpg,A Japanese community bus with a cartoon dog on the side
./coco_dataset/train2017/000000183709.jpg,Four people wait to cross the street at an intersection.
./coco_dataset/train2017/000000545100.jpg,A man taking a picture of the city with his cellphone.
./coco_dataset/train2017/000000088218.jpg,"a pole with street lights, signs and wires attached to it "
./coco_dataset/train2017/000000512836.jpg,A person with an umbrella and two dogs walking in the snow.
./coco_dataset/train2017/000000017182.jpg,A desk in a classroom with a blackboard behind it
./coco_dataset/train2017/000000550797.jpg,"A little powder room with a blue toilet, multicolored tile floor, and a colorful towel."
./coco_dataset/train2017/000000053505.jpg,There are a variety of bottles and two towels over the toilet.
./coco_dataset/train2017/000000261535.jpg,A woman who is holding a tennis racket and scratching her butt.
./coco_dataset/train2017/000000551304.jpg,A photograph of a very decorated toilet in a bathroom.
./coco_dataset/train2017/000000169356.jpg,A young man performs a trick on a skate board.
./coco_dataset/train2017/000000366225.jpg,a big apple monitor that is on a desk
./coco_dataset/train2017/000000030785.jpg,Plate containing bread covered in some type of spread and cooked broccoli
./coco_dataset/train2017/000000240250.jpg,A woman sitting down at a table with pizza.
./coco_dataset/train2017/000000099053.jpg,"A bowl of noodles, meat, broccoli and carrots in a sauce with a fork."
./coco_dataset/train2017/000000018837.jpg,A large truck on a city street with two works sitting on top and one worker climbing in through door.
./coco_dataset/train2017/000000261061.jpg,A young lady throwing a blue frisbee while standing on a lush green field.
./coco_dataset/train2017/000000398237.jpg,A baby is holding some poles in the middle of a grass field. 
./coco_dataset/train2017/000000308587.jpg,"The photo shows the many ways to enjoy the beach--kite flying, bathing, lying in the sun, walking along the sand."
./coco_dataset/train2017/000000464144.jpg,A skier is skiing in the winter snow outdoors.
./coco_dataset/train2017/000000418281.jpg,The white scared cow in a Tibetan city.
./coco_dataset/train2017/000000515350.jpg,A surfer riding the inside of the curve of a wave.
./coco_dataset/train2017/000000261888.jpg,A bike with horses in background of the rider
./coco_dataset/train2017/000000006012.jpg,Six bananas and a red fruit make an artistic sight paired with a blue background.
./coco_dataset/train2017/000000349594.jpg,A young boy holding a doughnut with a bite out of it.
./coco_dataset/train2017/000000001268.jpg,A waterway under a bridge with people sitting down and a woman taking a photo.
./coco_dataset/train2017/000000227686.jpg,Horse with blinders on walking through wooded area
./coco_dataset/train2017/000000210855.jpg,"A view of a bathroom that appears to be very elegant. 
"
./coco_dataset/train2017/000000229553.jpg,A guy squatting on a skateboard trying to balance.
./coco_dataset/train2017/000000371699.jpg,A room full of shelving and many supplies
./coco_dataset/train2017/000000254016.jpg,A fryer has rows and rows of doughnuts on an assembly line.
./coco_dataset/train2017/000000481567.jpg,A man standing by a motor cycle on a street.
./coco_dataset/train2017/000000568690.jpg,A small cat sits on top of a white toilet missing its seat in a bathroom.
./coco_dataset/train2017/000000460683.jpg,A man is wearing a tie with many words on it
./coco_dataset/train2017/000000183391.jpg,A man holding a tennis racquet on top of a tennis court.
./coco_dataset/train2017/000000350054.jpg,One cat sitting in front of the television screen.
./coco_dataset/train2017/000000155179.jpg,A dense cake with fruit in it sitting on a blue plate.
./coco_dataset/train2017/000000575187.jpg,A giraffe sticks his nose and tongue out of a wire fence to accept something a man is offering him.
./coco_dataset/train2017/000000042888.jpg,Forested area in city with a sign with cartoon character nearby.
./coco_dataset/train2017/000000100428.jpg,A man pulling himself out of a mirror by his own tie.
./coco_dataset/train2017/000000329827.jpg,A person skiing on a mountain covered with snow
./coco_dataset/train2017/000000509008.jpg,A bus is painted half pink and half yellow.
./coco_dataset/train2017/000000203095.jpg,a bunch of food is layed out next to an oven
./coco_dataset/train2017/000000436617.jpg,a group of people sitting at a long dining table in a restaurant
./coco_dataset/train2017/000000030828.jpg,A person is sleeping on a bench in a sleeping bag.
./coco_dataset/train2017/000000026690.jpg,A man is high in the air as he skateboards on the ramp.
./coco_dataset/train2017/000000516916.jpg,"A table with laptops, monitor screens, keyboards, mice, phone handsets and    chairs"
./coco_dataset/train2017/000000428218.jpg,a man and a woman are playing outside.
./coco_dataset/train2017/000000193181.jpg,a man holding up a baseball bat as he gets ready to hit a ball
./coco_dataset/train2017/000000138550.jpg,Orange fire hydrant on the sidewalk in a commercial area
./coco_dataset/train2017/000000000802.jpg,The refrigerator is brand new and was delivered today.
./coco_dataset/train2017/000000427077.jpg,A vintage black and white portrait of a baseball player.
./coco_dataset/train2017/000000541291.jpg,An old very dirty bathroom with soap dispensers mounted to a tiled wall.
./coco_dataset/train2017/000000047112.jpg,A dining table has a large pizza and wine glasses.
./coco_dataset/train2017/000000018519.jpg,A young man riding a skateboard down the side of a ramp.
./coco_dataset/train2017/000000213547.jpg,A woman is sitting on a kid's horse ride at a store holding a cake with candles.
./coco_dataset/train2017/000000334521.jpg,Giraffes and a bird behind a chain link fence at a zoo
./coco_dataset/train2017/000000152214.jpg,a smiling man wearing a suit and tie in front of a colorful wall
./coco_dataset/train2017/000000398742.jpg,The team mates are lifting up one of their members.
./coco_dataset/train2017/000000125257.jpg,A snow boarder is going down the slope on his board.
./coco_dataset/train2017/000000242934.jpg,a living room with a big black couch in the middle of it
./coco_dataset/train2017/000000446117.jpg,An orange on the middle of a park bench. 
./coco_dataset/train2017/000000042563.jpg,A train riding on a snow covered track near trees. 
./coco_dataset/train2017/000000315450.jpg,Buses and cars on a city street with buildings and palm trees.
./coco_dataset/train2017/000000249025.jpg,An orange reddish rose in a vase filled with water on top of a table.
./coco_dataset/train2017/000000173302.jpg,a kitchen with tables chairs stools and counters
./coco_dataset/train2017/000000041990.jpg,Three young people on skis pose for a picture.
./coco_dataset/train2017/000000163290.jpg,Zebra and giraffe at a zoo in a cage. 
./coco_dataset/train2017/000000033114.jpg,The back view of an airplane on a runway.
./coco_dataset/train2017/000000155443.jpg,A train traveling down the rail road tracks.
./coco_dataset/train2017/000000538364.jpg,a policeman on a motorcycle and some people crossing the street
./coco_dataset/train2017/000000225532.jpg,A highway filled with lots of traffic nest to a traffic light.
./coco_dataset/train2017/000000176446.jpg,a yellow book with a black pen on it
./coco_dataset/train2017/000000527427.jpg,A picture of a woman sitting outside with a laptop and ciggorets while talking on phone.
./coco_dataset/train2017/000000035770.jpg,a couple of pans you would use to pee in
./coco_dataset/train2017/000000346703.jpg,A man and woman standing over a dinner table with a cake.
./coco_dataset/train2017/000000439180.jpg,A large crowd of people riding horses walks along a trail.
./coco_dataset/train2017/000000289594.jpg,A man is standing on a sidewalk leaning on a pole.
./coco_dataset/train2017/000000396338.jpg,Men in white outfits are near very old cars.
./coco_dataset/train2017/000000283038.jpg,A stop sign with dirty edges at a cross walk of a street.
./coco_dataset/train2017/000000431568.jpg,"A beef, peppers and cheese pizza on top of a plate."
./coco_dataset/train2017/000000203294.jpg,Three women standing near a bus that has the face of a cat painted on the front.
./coco_dataset/train2017/000000414170.jpg,3 people separated by a short distance skiing on a ski slope
./coco_dataset/train2017/000000481386.jpg,A women who is holding a whisk in the kitchen.
./coco_dataset/train2017/000000529528.jpg,A bowl of mash potatoes with a mixer in it.
./coco_dataset/train2017/000000406997.jpg,Kids are standing in hay next to a sheep.
./coco_dataset/train2017/000000535094.jpg,A baby calf licking on a block of ice with fruit in it.
./coco_dataset/train2017/000000383386.jpg,Stuffed toy bear with rubber green turtle displayed next to chair.
./coco_dataset/train2017/000000101068.jpg,A little kid is swinging at a water balloon. 
./coco_dataset/train2017/000000176901.jpg,Several people traveling up a hill wearing snow gear. 
./coco_dataset/train2017/000000580410.jpg,A living room with a white couch and library shelves
./coco_dataset/train2017/000000542856.jpg,A city bus carrying ads featuring women coming to town.
./coco_dataset/train2017/000000032811.jpg,A bird sitting on the window sill of a boat floating on a lake.
./coco_dataset/train2017/000000507975.jpg,a couple of people are riding horses outside
./coco_dataset/train2017/000000361551.jpg,An airport and plane unloading passengers with luggage.
./coco_dataset/train2017/000000061747.jpg,A smiling woman snow skier is dressed in purple.
./coco_dataset/train2017/000000165681.jpg,This is an image of a row of scooters
./coco_dataset/train2017/000000256916.jpg,Several square pizzas are sitting on round plates. 
./coco_dataset/train2017/000000165039.jpg,A bus pulls over to the curb close to an intersection.
./coco_dataset/train2017/000000304560.jpg,A black cat sitting in a field of grass.
./coco_dataset/train2017/000000334006.jpg,a garbage truck on the street next to a building
./coco_dataset/train2017/000000119038.jpg,Several bovine look out over the hills on a cloudless sunny day.
./coco_dataset/train2017/000000560880.jpg,A black and white photo of a man working a field with a team of horses.
./coco_dataset/train2017/000000556193.jpg,One guy is showing another guy the intricacies of the Wii. 
./coco_dataset/train2017/000000554002.jpg,A black dog standing between people in line
./coco_dataset/train2017/000000200961.jpg,"A woman who just caught a frizzebe, and is falling."
./coco_dataset/train2017/000000050380.jpg,a may leading a a boy on a pony with a rope
./coco_dataset/train2017/000000564133.jpg,Some elephants walk together through the grass. 
./coco_dataset/train2017/000000457848.jpg,a bunch of parked motorcycles sit in it line 
./coco_dataset/train2017/000000046378.jpg,A cat eating a dead bird on the ground.
./coco_dataset/train2017/000000400815.jpg,"This veteran traveler is satisfied with the lift, riding in the back of a pickup truck."
./coco_dataset/train2017/000000363461.jpg,"An office with a desk, chair and multiple computers."
./coco_dataset/train2017/000000412286.jpg,a man reaching up with his tennis racket to hit the ball 
./coco_dataset/train2017/000000418062.jpg,Two men holding wine glasses posing for a photo
./coco_dataset/train2017/000000129062.jpg,A hotdog stand with outside seating and bright lights.
./coco_dataset/train2017/000000567197.jpg,An old picture of a building and trucks outside the building. 
./coco_dataset/train2017/000000324158.jpg,A person riding a skate board with a dog following beside.
./coco_dataset/train2017/000000356427.jpg,A man stands at a train station with lots of luggage
./coco_dataset/train2017/000000099054.jpg,some planes on an air port run way
./coco_dataset/train2017/000000013774.jpg,A person standing in shore of beach with a frisbee in the sky.
./coco_dataset/train2017/000000162035.jpg,A sign with teddy bears on it is advertising a tea room.
./coco_dataset/train2017/000000270883.jpg,Young woman erotically bound on top of bed.
./coco_dataset/train2017/000000423229.jpg,A locomotive on train tracks in a wooded countryside.
./coco_dataset/train2017/000000114871.jpg,A plate with a banana and slices of cheese.
./coco_dataset/train2017/000000108026.jpg,A gamer holding a controller and using a keyboard
./coco_dataset/train2017/000000458790.jpg,A view from the inside of a train from a side window.
./coco_dataset/train2017/000000128051.jpg,A van is on the roof of a bus of the same door.
./coco_dataset/train2017/000000374551.jpg,There is a tiny bird on the branch.
./coco_dataset/train2017/000000253835.jpg,A woman standing on the side walk with her child.
./coco_dataset/train2017/000000110972.jpg,A black bear is standing outdoors in the wild. 
./coco_dataset/train2017/000000263679.jpg,Two people on the sand of a beach area with a man holding the strings to a large parachute that is partially on the sand.
./coco_dataset/train2017/000000117525.jpg,A man holding his dog stands in front of the tree. 
./coco_dataset/train2017/000000099039.jpg,Plates  of food and glasses of wine sitting on a table
./coco_dataset/train2017/000000397327.jpg,A white bathroom is shown with a blue towel.
./coco_dataset/train2017/000000152740.jpg,A herd of animals grazing on a dry grass field.
./coco_dataset/train2017/000000277005.jpg,A man crossing the street in front of a bus stop.
./coco_dataset/train2017/000000205514.jpg,A room with all white furniture in front of a flat screen T.V. 
./coco_dataset/train2017/000000172595.jpg,A purple chair is next to a desk with a computer and a laptop.
./coco_dataset/train2017/000000195754.jpg,A very big country style living room with a wagon wheel.
./coco_dataset/train2017/000000229659.jpg,A laptop computer sitting on top of a wooden table.
./coco_dataset/train2017/000000537270.jpg,A couple of people sitting at a table while using smart phones.
./coco_dataset/train2017/000000565776.jpg,A kitchen with a center white island topped with a bowl of greens.
./coco_dataset/train2017/000000562121.jpg,Two zebras fighting in a cloud of dust
./coco_dataset/train2017/000000493334.jpg,"A sheet cake with a lake scene displays the words, ""What is the Pickup Line Today?"""
./coco_dataset/train2017/000000062554.jpg,"A bowl of broccoli, noodles and other various foods."
./coco_dataset/train2017/000000134882.jpg,A cat sleeps on a bed with a plaid bedspread in front of a bookshelf.
./coco_dataset/train2017/000000438226.jpg,Sandwich and pasta salad with a drink for one
./coco_dataset/train2017/000000331075.jpg,A wet dog standing on a beach next to the ocean.
./coco_dataset/train2017/000000286182.jpg,a man sitting in a room with a food on a table
./coco_dataset/train2017/000000505169.jpg,A toilet next to a chain shower stall in a bathroom.
./coco_dataset/train2017/000000509656.jpg,a zebra standing in the foreground  and another zebra standing behind
./coco_dataset/train2017/000000458109.jpg,a train that is next to a train track
./coco_dataset/train2017/000000153529.jpg,A woman with suitcases waiting for a train.
./coco_dataset/train2017/000000564023.jpg,a low toilet some hand rails and toilet paper
./coco_dataset/train2017/000000281414.jpg,A girl is sitting on a wall and looking down at her cell phone.
./coco_dataset/train2017/000000525600.jpg,a group of zebras standing in a close little group by a fence 
./coco_dataset/train2017/000000437898.jpg,A medium sized home kitchen with wood cabinets.
./coco_dataset/train2017/000000516601.jpg,Several snow skiers are on top of a mountain.
./coco_dataset/train2017/000000273198.jpg,Muddy water is coming out from a water hose.
./coco_dataset/train2017/000000521540.jpg,"A plate with a banana that is cut up, cookies and a spoon on it. "
./coco_dataset/train2017/000000478286.jpg,The train is traveling across the high bridge.
./coco_dataset/train2017/000000009448.jpg,"A little girl with a big, blue umbrella"
./coco_dataset/train2017/000000036861.jpg,A parking meter in front of building windows.
./coco_dataset/train2017/000000177539.jpg,a person sitting on a surf board on a beach
./coco_dataset/train2017/000000156076.jpg,A couple of men and one young man eating pizza.
./coco_dataset/train2017/000000405970.jpg,"A den with a large coffee table, couch and a television."
./coco_dataset/train2017/000000519764.jpg,A cat sitting on top of a black leather chair.
./coco_dataset/train2017/000000024567.jpg,There is a man looking at a lot if hot dogs in a bun in a pan
./coco_dataset/train2017/000000194724.jpg,"A small pizza and a soda pop sit upon a table with magazines, a phone and other items."
./coco_dataset/train2017/000000177015.jpg,a man using his laptop while his cat looks at the screen
./coco_dataset/train2017/000000511384.jpg,A person tossing an orange frisbee on top of a green field.
./coco_dataset/train2017/000000293804.jpg,THERE IS A FIRE BURNING IN THE FIREPLACE IN A SITTING ROOM
./coco_dataset/train2017/000000142620.jpg,a man that is sitting in front of a picnic table
./coco_dataset/train2017/000000286907.jpg,A blue toilet sitting in a corner of a bathroom.
./coco_dataset/train2017/000000460379.jpg,Giraffes stand in a field surrounded by woods in a zoo.
./coco_dataset/train2017/000000565607.jpg,A green and silver fire hydrant sitting in a field of flowers
./coco_dataset/train2017/000000062554.jpg,Several plates of food are set on a table.
./coco_dataset/train2017/000000334417.jpg,A men in business attire eating a piece of folded over pizza. 
./coco_dataset/train2017/000000174482.jpg,A bicycle is locked up to a post
./coco_dataset/train2017/000000565563.jpg,There is a white street sign that has the number 20 on it and says zone
./coco_dataset/train2017/000000243034.jpg,A very tall clock tower towering over a city at night.
./coco_dataset/train2017/000000041635.jpg,A group of cows that are sitting on the ground.
./coco_dataset/train2017/000000439522.jpg,A woman riding skis across snow covered ground.
./coco_dataset/train2017/000000269932.jpg,A small horse on a large wooden chair.
./coco_dataset/train2017/000000205333.jpg,"Two people on a snowy mountain in skis,"
./coco_dataset/train2017/000000369081.jpg,Three horse running in the grass in a open area.
./coco_dataset/train2017/000000000139.jpg,A person standing at a table in a room.
./coco_dataset/train2017/000000088040.jpg,Multiple plates of different types of food on a  table.
./coco_dataset/train2017/000000292488.jpg,A person I. A hood jacket capturing a photo using a flip phone 
./coco_dataset/train2017/000000192607.jpg,A man standing next to a truck near a forest hillside.
./coco_dataset/train2017/000000466835.jpg,A large bunch of bananas  hangs from a tree.
./coco_dataset/train2017/000000511076.jpg,a man sitting with headphones on near several birds. 
./coco_dataset/train2017/000000039914.jpg,An adult tries to help a child with her kite.
./coco_dataset/train2017/000000102356.jpg,A picture of a women sitting on a motorcycle with a side car with a desert background of hills.  
./coco_dataset/train2017/000000446574.jpg,A bathroom has a shower and toilet in it.
./coco_dataset/train2017/000000108440.jpg,A large long train on a steel track.
./coco_dataset/train2017/000000039484.jpg,A street full of cars that are driving and parked and a group of people sitting outside eating.
./coco_dataset/train2017/000000505451.jpg,A surfer riding the break on a small wave.
./coco_dataset/train2017/000000570664.jpg,a grey cat in a room very disorganized with shoes all over
./coco_dataset/train2017/000000120572.jpg,An old gothic church next to a cemetery with a rock fence in front.
./coco_dataset/train2017/000000206838.jpg,two women in swimsuits riding horses in the water
./coco_dataset/train2017/000000065736.jpg,"A woman tennis player in a black army shirt and tennis skirt, swinging a tennis racket."
./coco_dataset/train2017/000000237118.jpg,A man takes a photo of his reflection in a public restroom.
./coco_dataset/train2017/000000068933.jpg,There are three zebras eating the grass and hay.
./coco_dataset/train2017/000000152771.jpg,A bicycle stands in the middle of an empty parking lot.
./coco_dataset/train2017/000000309452.jpg,The bird has a black head and yellow feathers.
./coco_dataset/train2017/000000523100.jpg,A bowl of peeled oranges sit next to several jars of peeled oranges.
./coco_dataset/train2017/000000312406.jpg,looks like the ingredients for a recipe including bananas
./coco_dataset/train2017/000000410712.jpg,"Baxter street in the city at night; a ""people crossing"" sign."
./coco_dataset/train2017/000000088269.jpg,A bowl of tomato soup and two pieces of grilled cheese.
./coco_dataset/train2017/000000120853.jpg,a plate with a sandwich and a bowl of pasta salad on a table 
./coco_dataset/train2017/000000500423.jpg,A modern subway train is lit up at night. 
./coco_dataset/train2017/000000097278.jpg,A man riding a snowboard on top of snow covered ground.
./coco_dataset/train2017/000000393115.jpg,Nan or woman is enjoying a day of surfboarding on a brown/orange board.
./coco_dataset/train2017/000000434230.jpg,A family looking at vases and plates in a store.
./coco_dataset/train2017/000000268996.jpg,A street sign in front of a skyscraper
./coco_dataset/train2017/000000304291.jpg,A horse that is walking down a trail by itself. 
